Operation_Date,Year,Month,Quarter,Day_of_Week,Weekend,Peak_Season,Warehouse_ID,Warehouse_Type,Warehouse_Area_sq_m,Temperature_C,Humidity_Percentage,Weather_Condition,Warehouse_Occupancy_Percentage,Total_Shipments,Total_Cargo_Weight_kg,Total_Cargo_Volume_m3,Number_of_Flights,Forklift_Operating_Hours,Conveyor_Operating_Hours,HVAC_Operating_Hours,Lighting_Operating_Hours,Equipment_Utilization_Percentage,Staff_Count,Staff_Availability_Percentage,Energy_Consumption_kWh
2022-01-13,2022,1,1,Thursday,No,No,VW001,Valuable,4419,29.1,83,Fog,61,29,353.39,3.48,1,2.1,0.3,2.8,24.0,36.3,15,96.6,68.89
2022-01-13,2022,1,1,Thursday,No,No,WH001,General,23238,29.1,83,Fog,79,228,26873.55,154.25,9,7.6,3.7,3.8,24.0,62.8,56,90.7,87.43
2022-01-13,2022,1,1,Thursday,No,No,WH002,General,18912,29.1,83,Fog,85,221,25024.05,123.96,9,6.9,4.1,4.4,24.0,63.4,66,89.8,83.52
2022-01-13,2022,1,1,Thursday,No,No,WH003,General,18204,29.1,83,Fog,71,286,26509.5,151.78,12,7.9,5.5,4.8,24.0,69.2,69,89.4,83.64
2022-01-13,2022,1,1,Thursday,No,No,WH004,General,24074,29.1,83,Fog,72,242,21749.74,99.92,11,7.7,4.2,4.2,24.0,61.1,52,89.0,85.98
2022-01-13,2022,1,1,Thursday,No,No,WH005,General,20253,29.1,83,Fog,77,300,33371.66,148.49,16,8.2,5.4,4.8,24.0,66.9,74,95.4,84.08
2022-01-13,2022,1,1,Thursday,No,No,WH006,General,20006,29.1,83,Fog,58,243,22848.53,131.86,15,6.9,4.5,3.9,24.0,51.6,68,98.7,79.57
2022-01-14,2022,1,1,Friday,Yes,No,CW001,Cold,13828,25.3,84,Fog,98,177,18024.93,81.1,11,6.3,2.3,9.4,24.0,65.9,48,96.5,178.74
2022-01-14,2022,1,1,Friday,Yes,No,CW002,Cold,13143,25.3,84,Fog,87,161,14211.39,48.38,10,5.0,1.9,9.6,24.0,60.6,42,87.9,174.26
2022-01-14,2022,1,1,Friday,Yes,No,DG001,Dangerous Goods,11016,25.3,84,Fog,37,33,2439.08,5.54,2,1.1,0.0,1.9,24.0,21.5,17,87.0,108.41
2022-01-14,2022,1,1,Friday,Yes,No,EX001,Express,14467,25.3,84,Fog,86,291,3561.33,33.49,12,8.3,10.3,1.8,24.0,85.7,44,92.9,123.37
2022-01-14,2022,1,1,Friday,Yes,No,LA001,Live Animal,11771,25.3,84,Fog,67,33,1266.55,21.56,1,1.9,0.0,2.0,24.0,38.3,22,90.3,131.23
2022-01-14,2022,1,1,Friday,Yes,No,VW001,Valuable,4419,25.3,84,Fog,34,25,204.73,1.28,1,1.5,0.2,1.4,24.0,19.8,15,89.2,62.1
2022-01-14,2022,1,1,Friday,Yes,No,WH001,General,23238,25.3,84,Fog,73,266,29149.61,169.56,15,7.8,4.7,2.5,24.0,68.3,67,95.6,87.57
2022-01-14,2022,1,1,Friday,Yes,No,WH002,General,18912,25.3,84,Fog,68,220,24687.01,117.79,13,6.8,3.9,1.9,24.0,55.3,66,97.6,79.8
2022-01-14,2022,1,1,Friday,Yes,No,WH003,General,18204,25.3,84,Fog,89,258,23628.02,100.35,11,7.6,4.3,2.1,24.0,71.4,53,91.3,84.96
2022-01-14,2022,1,1,Friday,Yes,No,WH004,General,24074,25.3,84,Fog,84,217,23295.36,107.22,11,7.2,3.8,2.3,24.0,67.7,50,90.9,86.04
2022-01-14,2022,1,1,Friday,Yes,No,WH005,General,20253,25.3,84,Fog,89,231,28270.55,180.18,10,6.9,4.0,2.3,24.0,72.9,70,98.5,83.9
2022-01-14,2022,1,1,Friday,Yes,No,WH006,General,20006,25.3,84,Fog,79,309,37013.51,153.79,14,8.3,6.0,2.4,24.0,76.3,58,87.5,87.05
2022-01-15,2022,1,1,Saturday,Yes,No,CW001,Cold,13828,23.3,70,Cloudy,69,188,15313.62,76.32,11,6.0,1.9,9.3,24.0,53.3,48,85.8,177.42
2022-01-15,2022,1,1,Saturday,Yes,No,CW002,Cold,13143,23.3,70,Cloudy,95,258,24415.99,121.68,11,7.5,2.6,9.3,24.0,68.3,55,96.3,187.51
2022-01-15,2022,1,1,Saturday,Yes,No,DG001,Dangerous Goods,11016,23.3,70,Cloudy,41,53,2854.19,8.65,2,2.0,0.1,1.9,24.0,19.9,24,91.4,101.59
2022-01-15,2022,1,1,Saturday,Yes,No,EX001,Express,14467,23.3,70,Cloudy,90,262,2802.99,32.9,13,8.2,9.0,1.5,24.0,79.9,45,93.2,120.62
2022-01-15,2022,1,1,Saturday,Yes,No,LA001,Live Animal,11771,23.3,70,Cloudy,40,6,194.98,2.72,1,1.0,0.0,2.4,24.0,20.0,10,88.2,131.65
2022-01-15,2022,1,1,Saturday,Yes,No,VW001,Valuable,4419,23.3,70,Cloudy,64,29,231.99,1.27,1,2.0,0.4,1.4,24.0,32.6,16,85.8,63.19
2022-01-15,2022,1,1,Saturday,Yes,No,WH001,General,23238,23.3,70,Cloudy,90,378,34157.48,195.99,21,10.2,6.3,1.9,24.0,85.1,66,85.7,86.73
2022-01-15,2022,1,1,Saturday,Yes,No,WH002,General,18912,23.3,70,Cloudy,93,235,28187.03,166.97,9,7.8,4.2,2.0,24.0,71.8,50,88.0,82.47
2022-01-15,2022,1,1,Saturday,Yes,No,WH003,General,18204,23.3,70,Cloudy,62,249,30272.84,137.88,13,7.1,4.2,1.8,24.0,58.1,71,90.0,80.92
2022-01-15,2022,1,1,Saturday,Yes,No,WH004,General,24074,23.3,70,Cloudy,87,356,36895.9,160.22,16,10.1,6.1,1.7,24.0,78.3,65,95.4,82.95
2022-01-15,2022,1,1,Saturday,Yes,No,WH005,General,20253,23.3,70,Cloudy,90,343,33205.04,195.76,19,9.5,6.4,2.0,24.0,84.1,65,95.7,87.4
2022-01-15,2022,1,1,Saturday,Yes,No,WH006,General,20006,23.3,70,Cloudy,86,340,31187.98,135.9,20,9.2,6.1,1.7,24.0,84.0,58,92.3,90.08
2022-01-16,2022,1,1,Sunday,No,No,CW001,Cold,13828,22.5,61,Sunny,74,126,10712.04,47.07,6,4.5,1.1,8.7,24.0,49.6,39,91.4,170.54
2022-01-16,2022,1,1,Sunday,No,No,CW002,Cold,13143,22.5,61,Sunny,65,147,13225.08,50.47,7,4.7,1.6,9.2,24.0,47.2,43,89.5,179.31
2022-01-16,2022,1,1,Sunday,No,No,DG001,Dangerous Goods,11016,22.5,61,Sunny,47,43,2690.4,5.46,2,1.6,0.3,2.0,24.0,22.7,23,88.9,107.94
2022-01-16,2022,1,1,Sunday,No,No,EX001,Express,14467,22.5,61,Sunny,64,225,5593.61,49.26,10,6.6,8.1,2.4,24.0,59.2,45,94.8,118.73
2022-01-16,2022,1,1,Sunday,No,No,LA001,Live Animal,11771,22.5,61,Sunny,74,11,445.22,4.96,1,1.9,0.0,1.6,24.0,34.3,12,95.0,134.33
2022-01-16,2022,1,1,Sunday,No,No,VW001,Valuable,4419,22.5,61,Sunny,43,15,214.81,1.79,1,0.8,0.4,1.0,24.0,25.3,12,91.1,64.49
2022-01-16,2022,1,1,Sunday,No,No,WH001,General,23238,22.5,61,Sunny,80,212,20557.87,99.6,8,7.2,3.7,2.4,24.0,67.7,53,96.1,85.43
2022-01-16,2022,1,1,Sunday,No,No,WH002,General,18912,22.5,61,Sunny,60,246,28245.29,153.02,15,7.1,4.7,1.8,24.0,63.0,63,98.6,81.74
2022-01-16,2022,1,1,Sunday,No,No,WH003,General,18204,22.5,61,Sunny,95,315,36647.71,187.88,17,9.1,6.0,1.9,24.0,83.7,58,95.8,86.33
2022-01-16,2022,1,1,Sunday,No,No,WH004,General,24074,22.5,61,Sunny,70,184,16243.8,98.2,7,5.7,3.2,1.9,24.0,59.1,61,90.0,78.98
2022-01-16,2022,1,1,Sunday,No,No,WH005,General,20253,22.5,61,Sunny,63,169,15631.77,80.21,7,5.7,2.6,1.6,24.0,51.9,56,97.1,75.74
2022-01-16,2022,1,1,Sunday,No,No,WH006,General,20006,22.5,61,Sunny,81,301,34966.2,157.16,13,9.0,5.8,2.1,24.0,74.6,59,88.8,84.51
2022-01-17,2022,1,1,Monday,No,No,CW001,Cold,13828,23.3,57,Sunny,88,188,16151.5,76.4,7,6.4,2.1,9.2,24.0,63.8,40,89.9,183.22
2022-01-17,2022,1,1,Monday,No,No,CW002,Cold,13143,23.3,57,Sunny,76,208,21045.37,91.6,8,6.3,2.4,8.9,24.0,54.2,49,94.7,179.17
2022-01-17,2022,1,1,Monday,No,No,DG001,Dangerous Goods,11016,23.3,57,Sunny,61,63,3497.43,9.28,3,2.5,0.3,2.4,24.0,31.0,21,91.9,103.72
2022-01-17,2022,1,1,Monday,No,No,EX001,Express,14467,23.3,57,Sunny,91,339,3965.68,45.07,14,9.7,11.5,2.3,24.0,94.1,55,88.1,120.33
2022-01-17,2022,1,1,Monday,No,No,LA001,Live Animal,11771,23.3,57,Sunny,58,19,459.45,5.87,1,1.3,0.0,1.8,24.0,24.8,18,92.9,132.61
2022-01-17,2022,1,1,Monday,No,No,VW001,Valuable,4419,23.3,57,Sunny,40,25,279.85,1.5,1,1.3,0.2,1.1,24.0,22.7,15,94.6,65.79
2022-01-17,2022,1,1,Monday,No,No,WH001,General,23238,23.3,57,Sunny,93,249,22254.32,127.3,9,7.7,4.6,1.5,24.0,75.5,63,98.5,83.49
2022-01-17,2022,1,1,Monday,No,No,WH002,General,18912,23.3,57,Sunny,82,226,19305.35,109.77,9,7.4,4.1,2.2,24.0,66.1,64,95.8,84.57
2022-01-17,2022,1,1,Monday,No,No,WH003,General,18204,23.3,57,Sunny,87,252,24897.27,163.31,15,7.6,4.9,1.6,24.0,73.8,62,89.4,84.64
2022-01-17,2022,1,1,Monday,No,No,WH004,General,24074,23.3,57,Sunny,68,283,29521.72,149.39,12,8.2,5.0,1.6,24.0,68.4,53,96.9,85.94
2022-01-17,2022,1,1,Monday,No,No,WH005,General,20253,23.3,57,Sunny,65,209,22078.71,107.6,10,6.5,4.2,1.7,24.0,54.2,68,94.2,81.29
2022-01-17,2022,1,1,Monday,No,No,WH006,General,20006,23.3,57,Sunny,94,288,29659.1,153.71,19,8.8,4.8,2.3,24.0,74.2,57,96.2,87.41
2022-01-18,2022,1,1,Tuesday,No,No,CW001,Cold,13828,24.0,53,Sunny,86,237,24379.63,119.16,9,7.2,2.6,8.8,24.0,65.1,40,98.9,181.29
2022-01-18,2022,1,1,Tuesday,No,No,CW002,Cold,13143,24.0,53,Sunny,73,197,17544.03,61.03,10,5.5,2.1,8.8,24.0,54.8,39,90.5,175.34
2022-01-18,2022,1,1,Tuesday,No,No,DG001,Dangerous Goods,11016,24.0,53,Sunny,79,92,5461.65,12.67,5,2.9,0.4,1.6,24.0,44.9,21,85.1,108.12
2022-01-18,2022,1,1,Tuesday,No,No,EX001,Express,14467,24.0,53,Sunny,86,301,6892.73,80.08,18,8.2,9.9,2.2,24.0,80.9,47,88.5,121.17
2022-01-18,2022,1,1,Tuesday,No,No,LA001,Live Animal,11771,24.0,53,Sunny,38,15,672.35,11.77,1,1.1,0.0,2.1,24.0,17.8,14,93.8,124.89
2022-01-18,2022,1,1,Tuesday,No,No,VW001,Valuable,4419,24.0,53,Sunny,27,16,191.04,1.29,1,0.7,0.4,1.0,24.0,17.9,11,90.4,69.32
2022-01-18,2022,1,1,Tuesday,No,No,WH001,General,23238,24.0,53,Sunny,70,238,28558.19,186.38,12,7.0,4.5,1.9,24.0,64.5,57,87.9,86.32
2022-01-18,2022,1,1,Tuesday,No,No,WH002,General,18912,24.0,53,Sunny,77,296,27125.22,165.47,16,8.8,5.6,2.1,24.0,74.1,59,89.5,87.44
2022-01-18,2022,1,1,Tuesday,No,No,WH003,General,18204,24.0,53,Sunny,73,241,29666.11,147.27,9,7.6,3.9,2.3,24.0,59.8,59,97.1,80.71
2022-01-18,2022,1,1,Tuesday,No,No,WH004,General,24074,24.0,53,Sunny,63,204,18533.35,101.71,11,6.6,3.8,2.0,24.0,54.0,61,90.3,77.57
2022-01-18,2022,1,1,Tuesday,No,No,WH005,General,20253,24.0,53,Sunny,60,226,23871.15,134.24,11,6.7,4.0,2.1,24.0,59.3,52,95.2,82.23
2022-01-18,2022,1,1,Tuesday,No,No,WH006,General,20006,24.0,53,Sunny,77,201,23482.25,123.74,9,6.9,3.6,1.8,24.0,63.1,52,92.9,83.16
2022-01-19,2022,1,1,Wednesday,No,No,CW001,Cold,13828,24.9,54,Sunny,98,243,25147.98,92.43,14,7.2,2.8,9.8,24.0,67.0,41,89.7,184.27
2022-01-19,2022,1,1,Wednesday,No,No,CW002,Cold,13143,24.9,54,Sunny,98,167,14677.38,49.33,6,5.4,1.8,9.2,24.0,63.1,47,87.2,182.79
2022-01-19,2022,1,1,Wednesday,No,No,DG001,Dangerous Goods,11016,24.9,54,Sunny,71,78,6155.07,17.81,3,2.5,0.5,1.5,24.0,37.2,22,87.5,112.93
2022-01-19,2022,1,1,Wednesday,No,No,EX001,Express,14467,24.9,54,Sunny,65,230,2327.49,24.75,9,7.0,8.1,1.7,24.0,70.5,43,95.3,115.42
2022-01-19,2022,1,1,Wednesday,No,No,LA001,Live Animal,11771,24.9,54,Sunny,73,36,767.4,12.55,1,2.7,0.0,2.5,24.0,39.0,16,95.8,130.54
2022-01-19,2022,1,1,Wednesday,No,No,VW001,Valuable,4419,24.9,54,Sunny,22,16,208.5,1.22,1,0.7,0.2,1.1,24.0,10.0,10,93.0,62.41
2022-01-19,2022,1,1,Wednesday,No,No,WH001,General,23238,24.9,54,Sunny,70,235,27297.31,124.62,9,7.5,3.9,2.1,24.0,61.5,70,85.8,87.71
2022-01-19,2022,1,1,Wednesday,No,No,WH002,General,18912,24.9,54,Sunny,70,285,28624.1,164.4,11,8.2,5.1,2.5,24.0,71.6,58,90.4,88.27
2022-01-19,2022,1,1,Wednesday,No,No,WH003,General,18204,24.9,54,Sunny,81,294,31415.15,187.8,13,9.0,5.5,1.5,24.0,72.9,55,97.9,90.54
2022-01-19,2022,1,1,Wednesday,No,No,WH004,General,24074,24.9,54,Sunny,80,329,31735.18,143.43,15,9.1,5.8,2.1,24.0,72.3,58,89.3,86.69
2022-01-19,2022,1,1,Wednesday,No,No,WH005,General,20253,24.9,54,Sunny,68,198,21078.21,111.48,7,6.6,3.7,2.1,24.0,57.5,55,85.8,78.19
2022-01-19,2022,1,1,Wednesday,No,No,WH006,General,20006,24.9,54,Sunny,82,228,23514.75,111.51,12,7.4,4.2,1.7,24.0,63.9,50,87.3,88.6
2022-01-20,2022,1,1,Thursday,No,No,CW001,Cold,13828,24.1,50,Sunny,93,236,24176.4,107.46,10,6.7,2.8,8.8,24.0,69.8,47,86.8,185.86
2022-01-20,2022,1,1,Thursday,No,No,CW002,Cold,13143,24.1,50,Sunny,88,242,23935.96,90.51,10,7.2,2.9,8.8,24.0,64.0,55,96.3,178.3
2022-01-20,2022,1,1,Thursday,No,No,DG001,Dangerous Goods,11016,24.1,50,Sunny,56,35,1809.77,4.61,2,2.2,0.1,2.2,24.0,29.6,23,87.4,102.96
2022-01-20,2022,1,1,Thursday,No,No,EX001,Express,14467,24.1,50,Sunny,94,343,5200.06,43.48,17,9.4,11.4,1.8,24.0,95.0,51,85.8,126.27
2022-01-20,2022,1,1,Thursday,No,No,LA001,Live Animal,11771,24.1,50,Sunny,38,11,274.85,2.92,1,0.7,0.0,2.5,24.0,13.0,16,95.9,126.97
2022-01-20,2022,1,1,Thursday,No,No,VW001,Valuable,4419,24.1,50,Sunny,31,15,116.98,0.62,1,1.0,0.3,1.3,24.0,20.5,16,85.9,64.24
2022-01-20,2022,1,1,Thursday,No,No,WH001,General,23238,24.1,50,Sunny,70,203,17306.79,90.61,11,6.5,3.7,2.2,24.0,56.9,60,96.9,84.21
2022-01-20,2022,1,1,Thursday,No,No,WH002,General,18912,24.1,50,Sunny,61,188,19964.2,114.86,8,6.4,3.8,1.6,24.0,50.2,54,97.6,81.78
2022-01-20,2022,1,1,Thursday,No,No,WH003,General,18204,24.1,50,Sunny,78,308,38186.52,240.94,19,8.7,5.6,1.9,24.0,68.8,59,88.3,84.53
2022-01-20,2022,1,1,Thursday,No,No,WH004,General,24074,24.1,50,Sunny,75,280,31648.13,141.58,14,8.1,4.7,2.4,24.0,70.9,56,87.2,82.05
2022-01-20,2022,1,1,Thursday,No,No,WH005,General,20253,24.1,50,Sunny,84,291,29466.81,144.73,16,8.5,5.1,2.4,24.0,77.1,63,96.6,88.1
2022-01-20,2022,1,1,Thursday,No,No,WH006,General,20006,24.1,50,Sunny,57,178,21081.78,115.34,11,5.9,3.6,1.9,24.0,48.9,51,85.4,80.41
2022-01-21,2022,1,1,Friday,Yes,No,CW001,Cold,13828,29.9,40,Dust Storm,90,261,28437.39,139.92,10,7.3,3.1,10.5,24.0,64.6,57,87.0,189.12
2022-01-21,2022,1,1,Friday,Yes,No,CW002,Cold,13143,29.9,40,Dust Storm,80,174,19048.02,87.86,10,5.9,2.0,10.6,24.0,52.6,42,88.5,176.97
2022-01-21,2022,1,1,Friday,Yes,No,DG001,Dangerous Goods,11016,29.9,40,Dust Storm,51,61,3313.6,11.04,2,2.2,0.2,4.2,24.0,32.8,24,92.6,104.26
2022-01-21,2022,1,1,Friday,Yes,No,EX001,Express,14467,29.9,40,Dust Storm,87,220,2376.73,23.04,12,6.8,7.6,5.0,24.0,74.6,43,88.3,114.86
2022-01-21,2022,1,1,Friday,Yes,No,LA001,Live Animal,11771,29.9,40,Dust Storm,54,10,383.0,4.95,1,1.1,0.0,5.1,24.0,27.8,16,98.2,128.99
2022-01-21,2022,1,1,Friday,Yes,No,VW001,Valuable,4419,29.9,40,Dust Storm,50,37,425.86,2.52,2,1.7,0.4,2.5,24.0,24.7,11,86.0,65.77
2022-01-21,2022,1,1,Friday,Yes,No,WH001,General,23238,29.9,40,Dust Storm,88,317,36668.56,146.7,18,8.7,5.8,4.3,24.0,81.7,57,95.7,93.58
2022-01-21,2022,1,1,Friday,Yes,No,WH002,General,18912,29.9,40,Dust Storm,91,338,33526.96,143.33,19,9.3,6.1,4.9,24.0,85.6,57,94.8,87.99
2022-01-21,2022,1,1,Friday,Yes,No,WH003,General,18204,29.9,40,Dust Storm,91,262,28171.38,166.87,11,8.1,4.3,4.1,24.0,75.0,52,92.4,82.29
2022-01-21,2022,1,1,Friday,Yes,No,WH004,General,24074,29.9,40,Dust Storm,94,289,33887.51,184.1,17,9.1,5.5,4.4,24.0,81.8,58,95.8,92.51
2022-01-21,2022,1,1,Friday,Yes,No,WH005,General,20253,29.9,40,Dust Storm,78,205,20488.44,83.9,9,6.7,3.5,4.4,24.0,64.5,61,96.1,89.14
2022-01-21,2022,1,1,Friday,Yes,No,WH006,General,20006,29.9,40,Dust Storm,75,224,25376.36,123.07,9,7.3,3.7,4.7,24.0,61.6,58,86.8,87.52
2022-01-22,2022,1,1,Saturday,Yes,No,CW001,Cold,13828,27.8,56,Sunny,85,175,16728.36,57.34,11,6.0,2.0,10.0,24.0,59.0,40,92.9,180.7
2022-01-22,2022,1,1,Saturday,Yes,No,CW002,Cold,13143,27.8,56,Sunny,71,125,12110.06,57.64,6,4.8,1.6,10.3,24.0,50.6,48,85.5,173.69
2022-01-22,2022,1,1,Saturday,Yes,No,DG001,Dangerous Goods,11016,27.8,56,Sunny,44,46,3419.93,7.8,3,1.7,0.4,2.2,24.0,24.4,22,97.6,100.29
2022-01-22,2022,1,1,Saturday,Yes,No,EX001,Express,14467,27.8,56,Sunny,92,310,3730.77,26.73,12,8.4,10.3,2.3,24.0,83.0,52,85.7,118.84
2022-01-22,2022,1,1,Saturday,Yes,No,LA001,Live Animal,11771,27.8,56,Sunny,71,11,271.68,4.49,1,1.9,0.0,2.3,24.0,38.7,18,96.1,127.13
2022-01-22,2022,1,1,Saturday,Yes,No,VW001,Valuable,4419,27.8,56,Sunny,70,36,291.94,1.58,1,1.7,0.4,1.0,24.0,34.5,15,88.8,68.15
2022-01-22,2022,1,1,Saturday,Yes,No,WH001,General,23238,27.8,56,Sunny,91,388,46014.54,278.27,19,10.1,6.5,2.3,24.0,84.9,63,85.4,86.93
2022-01-22,2022,1,1,Saturday,Yes,No,WH002,General,18912,27.8,56,Sunny,73,194,20164.91,124.82,9,6.3,3.8,1.8,24.0,58.0,58,97.4,81.12
2022-01-22,2022,1,1,Saturday,Yes,No,WH003,General,18204,27.8,56,Sunny,83,211,20157.22,102.58,11,7.2,3.8,1.7,24.0,62.5,60,96.3,82.71
2022-01-22,2022,1,1,Saturday,Yes,No,WH004,General,24074,27.8,56,Sunny,92,291,31178.93,133.2,12,8.6,5.2,2.4,24.0,81.5,69,89.2,86.06
2022-01-22,2022,1,1,Saturday,Yes,No,WH005,General,20253,27.8,56,Sunny,57,234,25236.62,125.13,9,7.0,4.3,1.6,24.0,52.9,55,98.6,85.77
2022-01-22,2022,1,1,Saturday,Yes,No,WH006,General,20006,27.8,56,Sunny,63,159,16207.66,65.14,7,5.1,3.1,1.6,24.0,47.7,47,86.2,81.13
2022-01-23,2022,1,1,Sunday,No,No,CW001,Cold,13828,26.7,66,Sunny,73,206,16637.31,66.62,10,5.8,2.2,9.6,24.0,56.7,44,89.8,180.15
2022-01-23,2022,1,1,Sunday,No,No,CW002,Cold,13143,26.7,66,Sunny,95,259,23505.52,102.19,15,7.9,3.1,9.4,24.0,69.1,50,95.2,184.82
2022-01-23,2022,1,1,Sunday,No,No,DG001,Dangerous Goods,11016,26.7,66,Sunny,46,61,4708.5,12.83,3,1.9,0.2,2.4,24.0,29.7,24,88.6,103.87
2022-01-23,2022,1,1,Sunday,No,No,EX001,Express,14467,26.7,66,Sunny,71,217,4235.29,52.72,11,6.3,7.7,2.1,24.0,67.7,40,86.8,114.74
2022-01-23,2022,1,1,Sunday,No,No,LA001,Live Animal,11771,26.7,66,Sunny,39,7,313.66,4.67,1,1.3,0.0,2.5,24.0,24.1,12,95.9,128.39
2022-01-23,2022,1,1,Sunday,No,No,VW001,Valuable,4419,26.7,66,Sunny,27,18,99.66,0.61,1,1.3,0.1,1.4,24.0,19.5,15,92.4,65.67
2022-01-23,2022,1,1,Sunday,No,No,WH001,General,23238,26.7,66,Sunny,67,223,22240.7,113.23,10,6.9,3.6,1.5,24.0,59.6,54,98.4,82.22
2022-01-23,2022,1,1,Sunday,No,No,WH002,General,18912,26.7,66,Sunny,90,322,31803.93,136.05,16,9.5,5.9,1.8,24.0,78.1,74,95.9,84.53
2022-01-23,2022,1,1,Sunday,No,No,WH003,General,18204,26.7,66,Sunny,69,218,24439.5,138.15,10,6.8,4.2,2.5,24.0,59.8,53,94.1,84.28
2022-01-23,2022,1,1,Sunday,No,No,WH004,General,24074,26.7,66,Sunny,55,173,16451.54,71.37,9,5.8,3.3,1.8,24.0,52.8,60,88.5,80.29
2022-01-23,2022,1,1,Sunday,No,No,WH005,General,20253,26.7,66,Sunny,88,329,35656.85,236.55,13,9.8,6.2,2.1,24.0,80.1,59,91.7,86.39
2022-01-23,2022,1,1,Sunday,No,No,WH006,General,20006,26.7,66,Sunny,72,252,30103.84,170.93,10,7.3,4.1,2.3,24.0,66.1,70,90.7,82.72
2022-01-24,2022,1,1,Monday,No,No,CW001,Cold,13828,26.8,57,Sunny,81,200,21838.72,92.62,9,5.9,1.9,9.8,24.0,62.0,48,88.3,175.51
2022-01-24,2022,1,1,Monday,No,No,CW002,Cold,13143,26.8,57,Sunny,70,125,13132.12,49.2,7,4.8,1.6,9.3,24.0,52.7,40,91.4,179.9
2022-01-24,2022,1,1,Monday,No,No,DG001,Dangerous Goods,11016,26.8,57,Sunny,51,46,2392.15,5.17,3,2.3,0.1,2.2,24.0,25.4,18,85.1,102.08
2022-01-24,2022,1,1,Monday,No,No,EX001,Express,14467,26.8,57,Sunny,90,314,3993.74,37.47,15,9.0,11.1,2.4,24.0,92.2,52,97.9,116.68
2022-01-24,2022,1,1,Monday,No,No,LA001,Live Animal,11771,26.8,57,Sunny,54,23,949.14,10.55,1,1.9,0.0,1.7,24.0,31.0,13,86.5,133.93
2022-01-24,2022,1,1,Monday,No,No,VW001,Valuable,4419,26.8,57,Sunny,61,24,198.88,1.05,1,1.5,0.4,1.1,24.0,26.8,15,98.5,65.83
2022-01-24,2022,1,1,Monday,No,No,WH001,General,23238,26.8,57,Sunny,82,309,31567.75,159.64,20,8.4,5.2,1.9,24.0,71.2,71,87.7,87.94
2022-01-24,2022,1,1,Monday,No,No,WH002,General,18912,26.8,57,Sunny,95,307,28873.54,121.47,16,8.7,5.3,2.1,24.0,82.7,64,98.3,86.63
2022-01-24,2022,1,1,Monday,No,No,WH003,General,18204,26.8,57,Sunny,88,368,36252.93,151.81,21,10.0,6.9,1.9,24.0,88.7,71,85.3,85.67
2022-01-24,2022,1,1,Monday,No,No,WH004,General,24074,26.8,57,Sunny,63,196,22415.16,107.27,11,5.8,3.7,2.3,24.0,54.5,65,93.7,83.05
2022-01-24,2022,1,1,Monday,No,No,WH005,General,20253,26.8,57,Sunny,58,160,17782.83,117.01,10,5.3,2.7,2.0,24.0,44.1,65,85.1,79.83
2022-01-24,2022,1,1,Monday,No,No,WH006,General,20006,26.8,57,Sunny,61,254,24332.97,115.56,14,7.2,4.9,2.0,24.0,57.4,54,92.0,84.27
2022-01-25,2022,1,1,Tuesday,No,No,CW001,Cold,13828,27.1,54,Sunny,79,126,11370.33,40.18,6,4.6,1.3,9.4,24.0,50.9,46,86.5,177.09
2022-01-25,2022,1,1,Tuesday,No,No,CW002,Cold,13143,27.1,54,Sunny,77,138,14891.1,62.23,6,5.1,1.3,9.7,24.0,47.6,37,95.8,176.59
2022-01-25,2022,1,1,Tuesday,No,No,DG001,Dangerous Goods,11016,27.1,54,Sunny,77,79,6971.56,21.32,3,2.6,0.4,2.1,24.0,42.1,28,95.9,113.88
2022-01-25,2022,1,1,Tuesday,No,No,EX001,Express,14467,27.1,54,Sunny,73,195,2563.41,19.72,7,6.0,6.9,2.5,24.0,67.8,46,92.6,116.46
2022-01-25,2022,1,1,Tuesday,No,No,LA001,Live Animal,11771,27.1,54,Sunny,48,15,601.8,10.57,1,1.5,0.0,2.2,24.0,26.8,16,95.0,133.64
2022-01-25,2022,1,1,Tuesday,No,No,VW001,Valuable,4419,27.1,54,Sunny,64,48,323.35,1.78,3,2.1,0.3,1.4,24.0,32.8,14,88.8,73.54
2022-01-25,2022,1,1,Tuesday,No,No,WH001,General,23238,27.1,54,Sunny,81,315,27354.25,155.28,15,8.4,6.0,2.0,24.0,76.1,63,98.7,87.56
2022-01-25,2022,1,1,Tuesday,No,No,WH002,General,18912,27.1,54,Sunny,76,316,33472.02,152.11,19,8.8,5.8,2.0,24.0,74.5,60,96.7,86.88
2022-01-25,2022,1,1,Tuesday,No,No,WH003,General,18204,27.1,54,Sunny,94,241,20597.26,84.61,10,8.0,4.6,2.4,24.0,75.2,58,89.6,83.02
2022-01-25,2022,1,1,Tuesday,No,No,WH004,General,24074,27.1,54,Sunny,87,274,29323.43,156.09,15,7.8,4.8,2.1,24.0,72.0,63,86.7,85.88
2022-01-25,2022,1,1,Tuesday,No,No,WH005,General,20253,27.1,54,Sunny,56,153,15474.05,100.75,6,4.7,2.3,2.1,24.0,41.9,61,92.9,81.55
2022-01-25,2022,1,1,Tuesday,No,No,WH006,General,20006,27.1,54,Sunny,84,299,29760.58,191.48,16,9.0,5.1,2.3,24.0,78.0,65,95.0,82.52
2022-01-26,2022,1,1,Wednesday,No,No,CW001,Cold,13828,26.9,68,Sunny,84,203,21050.54,82.55,12,6.5,2.1,9.5,24.0,57.2,43,90.8,181.06
